,bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,created_year,created_month,created_day,manager_id
39615,2.0,2,40.7437,-73.9851,7150,5,5,99,2016,6,6,6b1ee996b1c87cd54c6cd92acbef9aac
39616,1.0,3,40.7181,-73.9579,3800,7,4,107,2016,6,29,3a8dd9b631f5b3aeafdb802889d4cc2f
39618,1.0,1,40.8855,-73.9107,2100,7,2,34,2016,6,13,fb0f7c32dd8e72883397bb11f3591a63
39621,1.0,2,40.7301,-73.9942,3400,3,4,47,2016,6,22,d0b5648017832b2427eeb9956d966a14
39622,1.0,1,40.7437,-73.9585,3000,15,0,49,2016,6,22,e6472c7237327dd3903b3d6f6a94515a
39625,1.0,0,40.7951,-73.9676,2500,0,3,1,2016,6,9,62b685cc0d876c3a1a51d63a0d6a8082
3963,1.0,0,40.77,-73.9489,1875,0,3,13,2016,6,16,c0fcf6251a4d39c3e1ab21aee7859db1
39633,1.0,1,40.7332,-73.9938,2950,5,7,100,2016,6,2,be563466c0c0a5b295db3822c1c5e289
39635,2.0,4,40.738,-73.9774,7000,6,12,73,2016,6,1,79c834b88dc49e64b6cf46a7de8dc5a2
39636,1.0,2,40.7207,-73.9929,2950,4,4,62,2016,6,26,d23f9a9e6b9f6003f26017bda6dd1cb2
39639,1.0,1,40.7273,-73.9831,2495,0,1,1,2016,6,4,d1737922fe92ccb0dc37ba85589e6415
3964,1.0,1,40.8006,-73.9686,2695,2,1,99,2016,6,5,92a757ce36e48af73be556e51f0cdfa2
39640,2.0,2,40.7461,-73.9947,4100,7,8,127,2016,6,2,5599e962719af3ccc2976855c2d5893c
39643,1.0,2,40.7152,-73.9564,2495,6,1,45,2016,6,11,699c325b818541f314b691b76f3238d7
39648,1.0,3,40.7378,-73.9877,5600,4,8,95,2016,6,1,6068ea8cea1caf52cbe823940c5e4875
39655,1.0,3,40.8667,-73.9231,2275,4,2,49,2016,6,14,8b53ccf4338806ab1be3dd0267711649
39657,1.0,0,40.761,-73.9895,2150,4,1,59,2016,6,15,10b1ae0a38d50b7ba0cee612d14af9eb
39660,1.0,1,40.7611,-73.9989,3877,5,14,296,2016,6,1,d3b4ad3b4de64390657f4be37935c435
39663,1.0,1,40.7859,-73.9755,2695,2,3,51,2016,6,11,2ec6c71d78dd9df9046ce6899ec42de8
39668,2.0,2,40.7585,-73.9913,6300,8,12,156,2016,6,6,8b47e0cb1a5f4dc02a34ebbfe25c9eda
39672,1.0,1,40.7606,-73.9963,2725,5,4,81,2016,6,16,e90f2ded843cdb2efd65ef47d9fc8029
39673,1.0,2,40.7293,-73.9815,3400,0,3,1,2016,6,9,62826f3ae01f2ddc93b9cd28c659ab2b
39674,1.0,1,40.7739,-73.9893,2950,5,11,97,2016,6,20,02e17b21a1814fb10336b2ee8ceb3e79
39675,1.0,2,40.7213,-73.9952,3950,5,3,95,2016,6,24,c70dac1e7841801c3f8257de18f21561
39677,1.0,1,40.7476,-73.9742,2550,5,6,103,2016,6,3,f52612ad89c61a21e84172f0af0d4436
39679,1.0,2,40.6893,-73.9917,3500,6,3,66,2016,6,7,e97ed211d28bd4ee9e975cd65b76c46b
39680,1.0,1,40.7397,-73.9817,2995,6,5,74,2016,6,20,82417dd48253355e43dec3a7e1c2ecb5
39681,2.0,3,40.7716,-73.9812,6500,5,9,85,2016,6,14,2b14eec3be2c4d669ce5949cf863de6f
39685,1.0,0,40.7637,-73.9877,2490,3,2,55,2016,6,12,3bf7bc10ba7d7520f86cbf914d24c323
39687,1.0,2,40.7575,-73.9626,3000,6,9,89,2016,6,3,3d61dc38744a7f36140c27520060db59
39694,3.0,4,40.7506,-73.9713,6350,8,7,109,2016,6,16,dbbb6b990661b1e507a387f019bcb1a0
39697,1.0,3,40.7258,-73.9839,5000,8,4,68,2016,6,23,a156e201f65d6c1d0c821055289b951b
39699,1.0,0,40.7448,-73.9919,3345,6,9,113,2016,6,15,6e5c10246156ae5bdcd9b487ca99d96a
397,1.0,2,40.7349,-73.9818,3030,4,0,31,2016,6,2,eef47ed8f4645412e7130f334aa53ca7
39703,1.0,0,40.796,-73.9742,2400,8,8,98,2016,6,22,92ef9986d12ec39a35fcb572772e948a
39705,1.0,1,40.8687,-73.9175,1950,6,6,131,2016,6,17,dd2a2e03e2f73e1113ed3836bf2d9ad7
39706,1.0,0,40.7813,-73.9525,1800,4,1,82,2016,6,15,c71cf1f472cf9b4b4517ea23fb6f2c91
3971,1.0,2,40.7957,-73.9705,5400,8,4,70,2016,6,12,e7f859b81a2a75ac93042a721d70a0aa
39712,1.0,3,40.6982,-73.9224,2700,12,4,55,2016,6,3,908e2fdb7d9ac7d0d9220b60f1292c3a
39714,1.0,1,40.7664,-73.9863,3495,6,4,55,2016,6,28,9e65cbf27818a52f2d62a4346392d067
39717,1.0,1,40.8552,-73.8684,1450,1,2,31,2016,6,12,12c0a30e296faa0dfd422fe918d7d4f4
39721,2.0,2,40.7573,-73.9678,3295,10,4,112,2016,6,10,85bfafd79f2d29fc29d09c92b2ce99db
39723,1.0,1,40.7787,-73.9826,6400,6,5,151,2016,6,3,5599e962719af3ccc2976855c2d5893c
39727,1.0,2,40.761,-73.999,4300,6,11,166,2016,6,21,612a00076aefe8c98d1df4835640c74b
39728,1.0,2,40.7957,-73.9705,4000,6,6,53,2016,6,11,0809e409300e8e24184fcd6161434204
39729,0.0,0,40.8448,-73.9394,6500,0,0,9,2016,6,10,8f5a9c893f6d602f4953fcc0b8e6e9b4
39731,1.0,1,40.7354,-74.0054,3795,4,1,97,2016,6,21,9d4e9396e7e256947ac6242aee963d88
39735,1.0,1,40.7301,-73.9927,4050,0,3,96,2016,6,16,a30e084bef7fec8ed792ef14fa4da6cc
39736,1.0,1,40.8521,-73.9413,1900,5,4,57,2016,6,8,c1a6598437b7db560cde66e5a297a53f
39737,1.0,3,40.7443,-73.9859,5495,4,12,84,2016,6,17,dbcd76434811399599cd512ec4302943
39738,1.0,0,40.7553,-73.9953,2895,17,3,60,2016,6,7,cf36aeba79d8e830f8353e30ab551520
39739,1.0,1,40.7287,-73.981,2899,3,3,45,2016,6,12,29615d444c968e27d56581c1f94cf82d
3974,1.0,1,40.7396,-73.9816,3095,16,3,85,2016,6,12,9df32cb8dda19d3222d66e69e258616b
39740,1.0,1,40.7528,-74.0032,4200,5,11,112,2016,6,24,a17b24ca280c4e95612e3de2816d69d7
39742,1.0,1,40.7421,-73.9835,3200,7,2,75,2016,6,4,d2bce61e0e0079ebdc8c281e415e045b
39743,1.0,2,40.7747,-73.9517,2995,6,7,71,2016,6,2,678c7c255c4cf0115d2200d0b6b97804
39745,2.0,2,40.6857,-73.9085,2500,9,3,95,2016,6,16,e6472c7237327dd3903b3d6f6a94515a
39746,1.0,0,40.7565,-73.9973,2600,4,13,133,2016,6,25,3fc15c3a17757c4cfd76120ad9c86583
3975,1.0,1,40.7783,-73.9837,3365,5,3,97,2016,6,12,118d149b0808ed10b770005944c87c94
39750,1.0,2,40.7774,-73.9542,2800,4,3,86,2016,6,5,0b9d5db96db8472d7aeb67c67338c4d2
39752,1.0,1,40.6878,-73.9647,2350,5,1,28,2016,6,8,e6472c7237327dd3903b3d6f6a94515a
39754,1.0,0,40.7194,-73.9961,1700,3,0,18,2016,6,6,f32c29c47890054822a062c48ed0229f
39757,2.0,4,40.7413,-73.9779,6395,7,14,167,2016,6,1,1f5630fb3e0dc7d307fa82a6b63a03a1
3976,3.0,3,40.7754,-73.9502,14000,5,9,71,2016,6,8,964dc31a872efa33fee9af11f62e843c
39760,2.0,2,40.7606,-73.9994,4690,6,16,202,2016,6,29,e6472c7237327dd3903b3d6f6a94515a
39762,1.0,2,40.7046,-73.8967,2099,5,3,54,2016,6,14,3040b2dd2e072ca45e374b9e40673063
39769,1.0,2,40.7242,-73.9824,2500,5,4,77,2016,6,21,46c49418a0b7f54cc08f32604ecb0cfa
39770,1.0,1,40.7321,-74.0049,3650,3,3,68,2016,6,10,e7f859b81a2a75ac93042a721d70a0aa
39775,2.0,1,40.6899,-73.9628,3300,15,5,118,2016,6,28,bbb17a616d2377316ef68e8326e8378f
39776,2.0,2,40.7718,-73.9508,5600,6,7,56,2016,6,3,11c00e995d6b314daa729b6ab9b9112c
39777,1.0,0,40.7427,-73.9957,2890,6,13,103,2016,6,21,0cff4a2a147d81e51ae8a91289e129f7
39779,1.0,3,40.708,-74.0149,3150,4,10,203,2016,6,20,2aa9bfa5f67ed9997ea341dee8a3a271
39780,2.0,1,40.7624,-73.9964,3645,5,8,107,2016,6,29,390d13221ebd3317f174c968a1035624
39781,1.0,1,40.7685,-73.9541,2250,5,4,91,2016,6,17,42ecc3f7821d339fedbc42629b09c5d8
39787,1.0,4,40.7307,-73.9838,5900,3,4,85,2016,6,24,ea38abfa422bf1c390dd6f2a7bfb3777
3979,2.0,1,40.7141,-74.0096,11220,6,9,118,2016,6,5,6e5c10246156ae5bdcd9b487ca99d96a
39793,1.0,1,40.7575,-73.9704,2550,5,2,77,2016,6,24,c9f4ceba587b9670d6fadfb47d4c9d4d
39794,2.0,2,40.7711,-73.9817,8000,12,15,163,2016,6,14,ad3d8ddc52c7e0859b5c6c7f7949c3bd
39798,1.0,1,34.0126,-118.271,2425,4,7,26,2016,6,17,f19288238987b18a693e16ee23720c20
39799,1.0,0,40.7297,-73.9999,2350,5,3,151,2016,6,20,67e232e16c6614f1a9e543d91db326d7
398,1.0,0,40.7075,-74.0059,2575,3,5,79,2016,6,16,5ed231677a1f24402d5670af8bb9f46b
39802,1.0,1,40.7831,-73.9838,2450,10,7,114,2016,6,10,8d425b08cdf4dec134bf5b714ebac267
39803,1.0,2,40.7302,-73.9834,3399,7,5,67,2016,6,2,50a6b80a34192d1f0ab1ef363a7e0a3e
39804,2.0,4,40.764,-73.9591,5750,3,4,115,2016,6,16,af9bfbff38d178883dfcddbee76a5fc1
39808,3.0,6,40.7377,-73.9912,11500,5,6,83,2016,6,21,66ad3cc67d71f41d549eef8b40ed26b9
3981,0.0,1,40.7618,-73.9497,2495,0,2,9,2016,6,12,8f5a9c893f6d602f4953fcc0b8e6e9b4
39811,2.0,2,40.7141,-74.0096,8700,9,2,66,2016,6,5,bb69ec0a9617ec3fe72b180598d866ed
39813,0.0,1,40.7515,-73.9413,2280,8,5,102,2016,6,7,8262449f40e9117f7a9ea49b4a333993
39814,1.0,2,40.7188,-73.987,3391,5,4,141,2016,6,21,5ec401e31cfa49bd894f6d6e0dd218ab
3982,1.0,2,40.8055,-73.9473,2700,4,2,78,2016,6,6,491b976ee4ed0daef682ffd645ed6349
39824,1.0,1,40.7355,-74.0058,3795,4,6,47,2016,6,29,bb7afc3ff625acae930d9c2b8cc73f04
39827,1.0,2,40.722,-73.8421,2100,2,1,42,2016,6,8,47701ca42c1c6623a62bc5777d2b4f3d
39829,2.0,2,40.724,-74.0035,11000,10,6,58,2016,6,25,b209e2c4384a64cc307c26759ee0c651
3983,0.0,3,40.7703,-73.9536,4295,0,1,9,2016,6,17,319c64e9d5bfc047814bbdf2cfbc437f
39830,1.0,1,40.7176,-73.9531,3725,0,1,9,2016,6,12,ad62604a358fd1e85222b735804aa69f
39831,1.0,2,40.7637,-73.9847,3500,6,6,154,2016,6,22,cc2ec89609836a875608c52109dcb5ea
39833,1.0,1,40.7705,-73.9501,2425,8,3,95,2016,6,5,048ff8c9b8a4831e117e113d3cc5926b
39835,1.0,2,40.8241,-73.9416,1850,5,3,46,2016,6,5,1133f564d46b8a76c96857ad34fb4d16
39839,1.0,1,40.6319,-74.0219,1400,8,3,59,2016,6,17,c0a635e032b6a0f40ba7bc1e5ebf4809
39841,2.0,3,40.7488,-73.9868,5000,7,10,123,2016,6,22,c44ea3e83ff2048561ab5c21a2d0c90e
39842,1.0,1,40.6905,-73.9668,2600,0,1,9,2016,6,12,324631e1aacaa41bc4475f879756bbb6
39846,1.0,0,40.7391,-73.9963,2195,12,3,55,2016,6,20,9d4e9396e7e256947ac6242aee963d88
39855,1.0,2,40.7786,-73.9478,2800,4,7,97,2016,6,22,cb87dadbca78fad02b388dc9e8f25a5b
39856,2.0,3,40.6719,-73.9266,2250,0,3,1,2016,6,25,62826f3ae01f2ddc93b9cd28c659ab2b
39858,1.0,0,40.7855,-73.9752,2295,8,4,19,2016,6,1,1badf2eefe8228387979149413ec071b
39859,1.0,1,40.745,-73.9752,3395,4,12,47,2016,6,8,f19288238987b18a693e16ee23720c20
39864,1.0,0,40.775,-73.9511,1975,4,2,45,2016,6,2,e6472c7237327dd3903b3d6f6a94515a
39866,1.0,0,40.6969,-73.983,2230,6,15,53,2016,6,18,5d50feb81c89a0e4bc3cb04fa88e9964
39872,2.0,3,40.7258,-73.9889,5200,6,10,105,2016,6,14,be1a7235af23dd77d0d1029dd5bfa5e9
39873,1.0,2,40.7399,-73.9864,4450,5,8,211,2016,6,17,52b61f74b027c5bc2b60bf59f7ed4940
39874,1.0,2,40.6805,-73.9303,2500,11,7,245,2016,6,16,9a4bd77b11960e218c6d7e8997ebe56e
39876,2.0,4,40.7988,-73.9643,5500,4,4,22,2016,6,10,d0f2082e8b795095061785ef5e8ac9e7
3988,1.0,2,40.7074,-74.0081,4300,7,4,119,2016,6,21,9ebb4938732754c8d5f32822ff0219da
39881,1.0,0,40.6881,-73.9794,2723,5,6,29,2016,6,25,d1a2b90074805afd6543c9e08d47d46e
39886,1.0,2,40.7786,-73.9478,4900,3,7,33,2016,6,28,8bc1f9d891f33bc4a05cac58b38ff354
39889,1.0,2,40.7593,-73.9962,3200,6,11,98,2016,6,17,e6472c7237327dd3903b3d6f6a94515a
39891,1.0,2,40.7749,-73.9249,2500,5,6,76,2016,6,17,e6472c7237327dd3903b3d6f6a94515a
39897,1.0,0,40.7612,-73.9624,2199,1,3,38,2016,6,25,f60efa694523ff26f61ab34e4b1dbc30
39899,1.0,0,40.7512,-74.0026,3255,0,4,9,2016,6,21,7422eabb4c6c3448c000f7be84e5c1b8
3990,1.0,1,40.7548,-73.9641,3200,5,9,101,2016,6,20,e6472c7237327dd3903b3d6f6a94515a
39901,1.0,1,40.7756,-73.9846,3000,5,10,117,2016,6,18,02e17b21a1814fb10336b2ee8ceb3e79
39906,2.0,4,40.7318,-73.9822,4900,5,13,87,2016,6,7,8262449f40e9117f7a9ea49b4a333993
39907,1.0,0,40.7588,-73.9622,2850,6,5,76,2016,6,21,5599e962719af3ccc2976855c2d5893c
39908,1.0,0,40.7322,-73.9852,2725,3,1,29,2016,6,10,781c05e464ce94eaa436401d07f2a6cc
3991,2.0,3,40.7348,-73.9865,7000,6,8,126,2016,6,25,be563466c0c0a5b295db3822c1c5e289
39914,1.0,0,40.7756,-73.9829,2225,3,7,58,2016,6,21,bd0463ff134d5c2124386fd86f520ac0
39916,1.0,1,40.7593,-73.9962,3500,5,6,113,2016,6,14,39af186286605963b1d75543e1492c61
39920,1.0,0,40.7769,-73.9456,1900,5,5,14,2016,6,29,381152a75a238372d3d475934219eb6d
39921,2.0,3,40.7438,-73.9743,5300,8,11,120,2016,6,7,f52612ad89c61a21e84172f0af0d4436
39924,1.0,2,40.7237,-73.9888,3900,5,3,111,2016,6,21,ffd7307e4924587b30ec014a95db1362
39925,3.0,5,40.7377,-73.9912,12500,6,6,130,2016,6,19,fbd05b6007e2888406e79c952692949e
39930,3.0,3,40.7381,-73.992,13500,6,10,145,2016,6,28,ad3d8ddc52c7e0859b5c6c7f7949c3bd
39931,1.0,1,40.7358,-73.9968,5600,6,8,109,2016,6,1,e92696b5d176a7d1b30381d92218ed63
39932,1.0,1,40.7838,-73.9486,1695,3,2,101,2016,6,10,77a2ec69c31af35bad629aeef64322d9
39936,2.0,3,40.7352,-73.9832,5700,6,4,78,2016,6,28,30a7951cfc21240e8c46b2d079d292e5
39941,1.0,1,40.8689,-73.9198,2840,0,3,1,2016,6,21,62826f3ae01f2ddc93b9cd28c659ab2b
39942,1.0,2,40.7426,-73.9808,3350,3,6,148,2016,6,22,1fa37642bd8ffbffd5dfffb8aeb91215
39943,1.0,1,40.6881,-73.9924,2000,6,3,147,2016,6,14,8c25b5df4f6b129db613963b7654ebf2
39945,1.0,2,40.6738,-73.9831,2800,0,0,166,2016,6,1,cb91d4992adf2a996e1454fb39434fb8
39948,1.0,3,40.7839,-73.9488,3995,7,7,57,2016,6,12,797f306f24780e1a24e4f063d46a2d8d
39952,1.0,2,40.7844,-73.9497,2875,4,11,102,2016,6,1,1fb46c4a72bcf764ac35fc23f394760d
39954,2.0,2,40.7389,-73.9929,5199,0,7,101,2016,6,20,693e1e8cf7c1863a2f9af443e3aa8db5
39958,1.0,1,40.8328,-73.9445,1850,8,1,114,2016,6,18,23ec149d93c2601438a92873afb25357
39959,1.0,1,40.7421,-74.0016,3700,5,2,99,2016,6,25,d9039c43983f6e564b1482b273bd7b01
3996,2.0,3,40.7946,-73.9405,4000,8,2,99,2016,6,2,e6472c7237327dd3903b3d6f6a94515a
39963,1.0,2,40.7586,-73.9838,3300,7,7,108,2016,6,21,c7becdd5c4a5f8a28bdc91cfefe794c7
39964,1.0,3,40.6907,-73.9216,3100,6,4,61,2016,6,16,4c4362be5604f9054c2d6d4f82f9d24e
39966,1.0,1,40.7473,-73.9793,2250,6,5,58,2016,6,6,3b630ec9cb6eee53b92cfac7f42e3bf4
3997,1.0,2,40.7413,-73.9779,3250,6,6,109,2016,6,4,0e9224b92761e500a713e22bcd9870cb
39970,1.0,2,40.7618,-73.9921,2950,5,4,48,2016,6,5,9cbfa7a31ae9dfba70b4383636d99788
39975,1.0,0,40.7568,-73.9982,2600,6,10,136,2016,6,11,66ad3cc67d71f41d549eef8b40ed26b9
39978,1.0,0,40.7441,-73.9964,2450,3,1,14,2016,6,1,fc81b75568d3655a922523cb0d77ea5b
39983,1.0,2,40.7284,-73.9831,4100,0,0,32,2016,6,11,710919c336e00a39ba631c45a3258536
39984,1.0,1,40.7562,-73.9964,4770,12,3,9,2016,6,12,7533621a882f71e25173b27e3139d83d
39987,1.0,2,40.7622,-73.9495,3150,3,5,56,2016,6,8,39af186286605963b1d75543e1492c61
39988,1.0,1,40.735,-73.9863,4200,4,0,64,2016,6,14,4bdc3d8c1aaa90d997ce2cb77680679b
3999,1.0,0,40.7587,-73.9838,2200,5,7,166,2016,6,22,ddf9c041e474481f83f1aa6d5cb42bb3
39990,1.0,2,40.7282,-73.9861,2690,6,1,35,2016,6,17,c80aad40b6abd065b4aefee40a2154f6
39991,1.0,0,40.7538,-73.974,2600,5,6,95,2016,6,29,66ad3cc67d71f41d549eef8b40ed26b9
39992,3.0,3,40.716,-74.0148,9000,8,11,177,2016,6,27,9f39caedae295bf81e67463e6fd0af40
39999,1.0,1,40.6938,-73.9925,4500,8,9,127,2016,6,26,9d3a8dd3eeaf09f0214de38b02c9eb60
4,1.0,1,40.7108,-73.9539,2400,12,7,77,2016,6,16,a10db4590843d78c784171a107bdacb4
40001,1.0,1,40.7476,-73.9732,4350,6,12,133,2016,6,21,5599e962719af3ccc2976855c2d5893c
40002,1.0,3,40.6832,-73.9353,2700,8,5,214,2016,6,24,dc9fe7b96886450a7287602692fbb3a3
40003,1.0,2,40.6893,-73.9958,3400,8,4,137,2016,6,9,fd5e0e4efadda68b0b74ca3c35c9c2a9
40005,1.0,1,40.7878,-73.9763,2750,2,6,95,2016,6,11,3bf7bc10ba7d7520f86cbf914d24c323
40006,1.0,1,40.7623,-73.974,6235,5,2,120,2016,6,5,a4d41aee7c9c114309e98a5986641388
40007,1.0,1,40.781,-73.9479,2195,4,3,97,2016,6,23,108a552296a79e57a5343689caeb9d9e
40009,1.0,3,40.7732,-73.9178,3450,8,1,52,2016,6,5,5a8c0aa4cb22da5102d3cbad5016b598
4001,1.0,2,40.7048,-73.8584,1800,9,0,35,2016,6,21,a6c931997048f055beeefb1a98f480b2
40010,1.0,1,40.838,-73.9438,1750,0,1,23,2016,6,21,4263ab41f3aa6b7619d590771f621fc9
40011,2.0,3,40.7465,-73.9803,5213,7,6,106,2016,6,17,4398a550168a2dde02ebd0acefa9e9be
40012,1.0,2,40.7444,-73.9754,4150,7,11,121,2016,6,21,2983e45f7e0ad87d677dacd13e362785
40016,1.0,0,40.7067,-74.0072,2450,4,8,192,2016,6,2,69f035007d270281a624ab2cc1d2aba0
40018,1.0,2,40.7983,-73.9631,2495,4,1,68,2016,6,18,d2bf23e65f7423b61549cf9e94f00f75
4002,1.0,3,40.7117,-73.9618,3750,7,3,87,2016,6,11,7f28ad5e6edbbc3625bb38a7f783cef3
40020,1.0,0,40.8573,-73.931,1350,0,3,1,2016,6,9,62826f3ae01f2ddc93b9cd28c659ab2b
40027,1.0,3,40.7584,-73.9904,3325,7,9,31,2016,6,22,b89e62bf8cdc98e9fb8b97d9bc627197
4003,1.0,0,40.783500000000004,-73.9774,2125,1,3,41,2016,6,27,d24abc331d8b47f73a369795690c010a
40031,1.0,0,40.8163,-73.9416,1663,3,9,195,2016,6,27,984d05fbcef143bdc339564dd5eb8798
40033,1.0,1,40.6941,-73.9447,2450,4,6,107,2016,6,14,4e0c2b0aee8d6e71d3ba9eb83ee09836
40034,1.0,2,40.6705,-73.9351,1860,9,0,128,2016,6,7,a0769ccf824869f6a83635e46e027531
40038,1.0,1,40.716,-74.0036,3750,7,4,69,2016,6,5,5baf5399ced8335c1346efd92e30331d
40040,1.0,0,40.6966,-73.9964,2300,7,1,9,2016,6,12,8f5a9c893f6d602f4953fcc0b8e6e9b4
40041,1.0,2,40.7712,-73.9813,3500,0,2,61,2016,6,17,c2e7f4e5d8fcf34c5315124f771cf7c4
40042,1.0,1,40.7434,-74.0055,5035,3,4,204,2016,6,23,3e17279b504c3cc84acb45e9caf5611a
40044,2.0,2,40.7121,-74.0086,6395,0,0,9,2016,6,3,7422eabb4c6c3448c000f7be84e5c1b8
40046,1.0,1,40.7347,-74.0063,3500,6,7,68,2016,6,16,40ae2c27e67c61170a6a8e019b2ce38c
40047,1.0,0,40.7462,-73.9757,2450,6,7,126,2016,6,16,dbbb6b990661b1e507a387f019bcb1a0
4005,1.0,0,40.7262,-73.9843,2375,5,4,95,2016,6,24,50a6b80a34192d1f0ab1ef363a7e0a3e
40050,1.0,0,40.7161,-73.9548,2653,13,5,100,2016,6,3,f2a817fc83944fa5a7f7d0787e879871
40055,1.0,2,40.7222,-73.9824,3400,5,6,99,2016,6,22,1fb46c4a72bcf764ac35fc23f394760d
40056,1.0,0,40.7957,-73.9727,3250,6,4,16,2016,6,29,0d2ab17d9babadb4189be25ad4cdbe81
40058,1.0,2,40.726,-73.9892,2550,3,1,41,2016,6,21,aea47aba66a01cf236746e209c2b7f88
40059,2.0,3,40.752,-73.9946,5850,8,13,181,2016,6,10,e5e91eb9c964643e39094535865f391e
4006,1.0,1,40.7637,-73.9847,3895,6,2,38,2016,6,27,4bdc3d8c1aaa90d997ce2cb77680679b
40060,1.0,0,40.7434,-73.9773,2275,2,1,54,2016,6,2,2c3b41f588fbb5234d8a1e885a436cfa
40061,1.0,2,40.7078,-74.0138,2730,4,11,192,2016,6,17,aed7370fbf4d746ef66259185c065cb2
40064,1.0,1,40.7773,-73.9532,3400,1,5,39,2016,6,16,9df32cb8dda19d3222d66e69e258616b
40067,2.0,2,40.7356,-74.008,7500,5,5,78,2016,6,7,15d1818c6cad6d24052c8f904ea71db1
4007,1.5,2,40.7781,-73.9465,2775,2,0,61,2016,6,20,f44b351aa3ce83001ac18776520c3b39
40076,1.0,2,40.7469,-73.9802,3400,7,11,176,2016,6,11,0a6ba20b892ed61df751420934d1ab51
40078,1.0,0,40.732,-74.0019,2795,3,3,40,2016,6,16,b0906eee444fc114575b0c0d9fe64760
4008,1.0,3,40.7735,-73.9065,3195,5,0,36,2016,6,15,090341b04c55a1c89457bd74ca6e923e
40081,2.0,4,40.7633,-73.9628,4950,5,7,88,2016,6,22,0b9d5db96db8472d7aeb67c67338c4d2
40082,2.0,3,40.7677,-73.9916,5330,6,15,177,2016,6,3,dafaf6c02d6acd904697a58fab79344e
40083,1.0,0,40.7254,-73.9879,2300,3,3,84,2016,6,6,62d134df24469cbf5509ec6b71096cf2
40085,1.0,3,40.8011,-73.9546,3200,0,3,75,2016,6,15,1133f564d46b8a76c96857ad34fb4d16
40086,1.0,2,40.739,-73.9821,3800,6,3,79,2016,6,3,efd6fb6d537509ab0fc98661e76d19b2
40089,1.0,1,40.7054,-74.0095,3325,7,7,80,2016,6,4,3d46c1ae1988d7ce646081408c421675
40090,1.0,0,40.7798,-73.95,2069,3,1,107,2016,6,16,e6472c7237327dd3903b3d6f6a94515a
40091,2.0,2,40.7149,-74.0072,7500,6,7,156,2016,6,14,0ab025a65730ab34eb292bd1dcbf67fa
40092,1.0,0,40.6329,-73.9577,1400,3,1,57,2016,6,4,e5808a5e6cc13988fe596704428d38d5
40094,1.0,3,40.7814,-73.9554,4000,5,3,108,2016,6,28,30a7951cfc21240e8c46b2d079d292e5
40098,1.0,3,40.8561,-73.9282,1856,4,1,54,2016,6,1,a9171b0aec2df7c31f96da798343d7ea
40099,1.0,2,40.7779,-73.9515,3745,5,10,158,2016,6,21,9d14543441470f3a4b26b4291ecb8ddf
40100,1.0,2,40.8331,-73.9439,1995,8,7,167,2016,6,29,0c90cd639a3cb7f7b8ecff7a488995ee
40102,1.0,0,40.7466,-73.9779,2500,4,11,50,2016,6,27,293a5d2579bc2eb7b20736ae2395e9e5
40103,1.0,2,40.7957,-73.9727,3900,6,11,188,2016,6,3,d0bb1f50091eb583b77641d698cb9ba9
40105,1.0,2,40.7736,-73.9578,2795,5,3,14,2016,6,17,edd073f8dea85637f8b7d589faa7902b
40107,1.0,1,40.7535,-73.9657,2495,4,2,34,2016,6,4,f73ea58b56a9696ba8278d460cfce15a
40110,1.0,0,40.7301,-73.9927,3175,8,6,32,2016,6,8,41735645e0f8f13993c42894023f8e58
40111,1.0,1,40.7348,-73.9973,5000,6,6,174,2016,6,6,5314d4635a5d2d0ce5af039d5982b200
40112,2.0,2,40.7574,-73.9681,3545,5,5,101,2016,6,14,9d32b720e26a351b951c8f78f72f2fec
40114,1.0,1,40.7905,-73.9688,3550,6,10,100,2016,6,4,c1498c00e15419c135b56342e7f18d78
40118,1.0,3,40.7072,-74.0124,3675,5,10,272,2016,6,4,2aa9bfa5f67ed9997ea341dee8a3a271
40122,1.0,1,40.8687,-73.9217,1525,3,6,125,2016,6,16,0c28a1c6c0b742921727e0e3850802d7
40124,1.0,0,40.69,-73.9919,3245,4,4,9,2016,6,1,d5d246c9d9d4e7079e5a0fc962d2f1a7
40125,1.0,2,40.7805,-73.9502,2300,5,2,138,2016,6,25,6b3fc4bf56631914dce770d406ed8007
4013,1.0,1,40.8573,-73.9353,1950,7,5,22,2016,6,1,c1a6598437b7db560cde66e5a297a53f
40130,1.0,0,40.8144,-73.949,1650,5,7,39,2016,6,24,6a579de0ae57efed058cad3b7599893d
40131,1.0,0,40.7863,-73.9503,2950,6,10,172,2016,6,28,e6472c7237327dd3903b3d6f6a94515a
40135,1.0,1,40.7399,-73.9805,2550,3,3,38,2016,6,26,2eb205ff26404c7eaacc71b2b71198f5
40139,1.0,0,40.7694,-73.9564,1850,4,2,70,2016,6,28,ce9605e5f21262b82deb0c5ef10dcf45
40140,1.0,1,40.7383,-74.0026,3500,2,3,26,2016,6,11,67918d363385383856722272a2d3be19
40144,2.0,2,40.7964,-73.9733,3995,7,4,96,2016,6,1,cab9c9344919c3c5e7694f0d8c0ac7e8
40148,1.0,0,40.7398,-73.9811,3850,9,7,160,2016,6,28,5814d3532d88d575b189bde891a91086
4015,1.0,1,40.7528,-73.9709,2495,5,5,61,2016,6,20,9cbfa7a31ae9dfba70b4383636d99788
40150,1.0,1,40.7053,-74.0103,4850,7,9,85,2016,6,11,5599e962719af3ccc2976855c2d5893c
